Company,Symbol,companyLow,companyFinal
Thermo Fisher Scientific,TMO,thermo fisher scientific,thermo fisher scientific
TheStreet ,TST,thestreet ,thestreet
THL Credit ,TCRD,thl credit ,thl credit
Thoratec oration,THOR,thoratec oration,thoratec oration
Threshold Pharmaceuticals ,THLD,threshold pharmaceuticals ,threshold pharmaceuticals
TIB Financial  (Inactive),TIBB,tib financial  (inactive),tib financial
Tibco Software  (Inactive),TIBX,tibco software  (inactive),tibco software
TICC Capital ,TICC,ticc capital ,ticc capital
Tiffany & Co,TIF,tiffany & co,tiffany & co
TiGenix  American Depositary Shares,TIG,tigenix  american depositary shares,tigenix american
TII Network Technologies (Inactive),TIII,tii network technologies (inactive),tii network technologies
Tile Shop Hldgs ,TTS,tile shop hldgs ,tile shop hldgs
Till Capital   Restricted Voting Shares,TIL,till capital   restricted voting shares,till capital
Tim We SGPS SA,TMWE,tim we sgps sa,tim we sgps
Timberland Ban ,TSBK,timberland ban ,timberland ban
Tiptree ,TIPT,tiptree ,tiptree
Titan Machinery ,TITN,titan machinery ,titan machinery
Titan Pharmaceuticals ,TTNP,titan pharmaceuticals ,titan pharmaceuticals
Tivity Health ,TVTY,tivity health ,tivity health
TiVo ,TIVO,tivo ,tivo
TJX Companies ,TJX,tjx companies ,tjx companies
TMobile US   550% Mandatory Convertible Preferred Stock Series A,TMUSP,tmobile us   550% mandatory convertible preferred stock series a,tmobile us
Tobira Therapeutics ,TBRA,tobira therapeutics ,tobira therapeutics
Tocagen ,TOCA,tocagen ,tocagen
Tonix Pharmaceuticals Holding ,TNXP,tonix pharmaceuticals holding ,tonix pharmaceuticals holding
Top Image Systems ,TISA,top image systems ,top image systems
TOP SHIPS ,TOPS,top ships ,top ships
TOR Minerals International ,TORM,tor minerals international ,tor minerals international
Torchlight Energy Resources ,TRCH,torchlight energy resources ,torchlight energy resources
Torm A/S (ADR),TRMD,torm a/s (adr),torm a/s (adr)
Tower Ban  (Inactive),TOBC,tower ban  (inactive),tower ban
Tower Financial oration (Inactive),TOFC,tower financial oration (inactive),tower financial oration
Tower Group International ,TWGP,tower group international ,tower group international
Tower Semiconductor  (USA),TSEM,tower semiconductor  (usa),tower semiconductor
Towers Watson & Co,TW,towers watson & co,towers watson &
Town Sports International Holdings ,CLUB,town sports international holdings ,town sports international
TowneBank,TOWN,townebank,townebank
TPC Group  (Inactive),TPCG,tpc group  (inactive),tpc group
TPI Composites ,TPIC,tpi composites ,tpi composites
TRACON Pharmaceuticals ,TCON,tracon pharmaceuticals ,tracon pharmaceuticals
Tractor Supply Company,TSCO,tractor supply company,tractor supply company
Trade Desk ,TTD,trade desk ,trade desk
Trade Street Residential ,TSRE,trade street residential ,trade street residential
Trane Technologies plc,TT,trane technologies plc,trane technologies plc
Trans World Entertainment oration,TWMC,trans world entertainment oration,trans world entertainment
TransAct Technologies orporated,TACT,transact technologies orporated,transact technologies orporated
Transcat ,TRNS,transcat ,transcat
Transcend Services  (Inactive),TRCR,transcend services  (inactive),transcend services
TransDigm Group,TDG,transdigm group,transdigm group
TransGlobe Energy oration (USA),TGA,transglobe energy oration (usa),transglobe energy oration
Transition Therapeutics  (USA),TTHI,transition therapeutics  (usa),transition therapeutics
TravelCenters of America LLC,TA,travelcenters of america llc,travelcenters of america
Travelzoo,TZOO,travelzoo,travelzoo
Trevena ,TRVN,trevena ,trevena
TRIA Beauty ,TRIA,tria beauty ,tria beauty
TriCo Bancshares,TCBK,trico bancshares,trico bancshares
Trillium Therapeutics ,TRIL,trillium therapeutics ,trillium therapeutics
TriMas ,TRS,trimas ,trimas
TriMas oration,TRSVV,trimas oration,trimas oration
Trimble ,TRMB,trimble ,trimble
Trinity Biotech  (ADR),TRIB,trinity biotech  (adr),trinity biotech
Trintech Group  (ADR) (Inactive),TTPA,trintech group  (adr) (inactive),trintech group
Tripadvisor ,TRIP,tripadvisor ,tripadvisor
TriQuint Semiconductor  (Inactive),TQNT,triquint semiconductor  (inactive),triquint semiconductor
Tristate Capital Holdings ,TSC,tristate capital holdings ,tristate capital holdings
Triumph Ban ,TBK,triumph ban ,triumph ban
Trius Therapeutics ,TSRX,trius therapeutics ,trius therapeutics
Trivago NV  ADR,TRVG,trivago nv  adr,trivago nv
Trivascular Technologies ,TRIV,trivascular technologies ,trivascular technologies
tronc ,TRNC,tronc ,tronc
True Religion Apparel  (Inactive),TRLG,true religion apparel  (inactive),true religion apparel
TrueCar ,TRUE,truecar ,truecar
TruettHurst ,THST,truetthurst ,truetthurst
Truist Financial,TFC,truist financial,truist financial
Trunkbow International Holdings ,TBOW,trunkbow international holdings ,trunkbow international holdings
Trupanion ,TRUP,trupanion ,trupanion
TrustCo Bank  NY,TRST,trustco bank  ny,trustco bank
Trustmark ,TRMK,trustmark ,trustmark
Trustwave Holdings ,TWAV,trustwave holdings ,trustwave holdings
TSR ,TSRI,tsr ,tsr
TTM Technologies ,TTMI,ttm technologies ,ttm technologies
TubeMogul ,TUBE,tubemogul ,tubemogul
Tucows  (USA),TCX,tucows  (usa),tucows (usa)
Tudou Hldg  (ADR),TUDO,tudou hldg  (adr),tudou hldg
Tuesday Morning oration,TUES,tuesday morning oration,tuesday morning oration
Tufco Technologies  (Inactive),TFCO,tufco technologies  (inactive),tufco technologies
Tuniu ,TOUR,tuniu ,tuniu
Turtle Beach ,HEAR,turtle beach ,turtle beach
Tvax Biomedical ,TVAX,tvax biomedical ,tvax biomedical
TW Telecom  (Inactive),TWTC,tw telecom  (inactive),tw telecom
Twin Disc orporated,TWIN,twin disc orporated,twin disc orporated
Twitter ,TWTR,twitter ,twitter
Two Rivers Ban,TRCB,two rivers ban,two rivers ban
Tyson Foods,TSN,tyson foods,tyson foods
US Auto Parts Network ,PRTS,us auto parts network ,us auto parts
US Ban,USB,us ban,us ban
US Energy ,USEG,us energy ,us energy
US Global Investors ,GROW,us global investors ,us global investors
Ubiquiti Networks ,UBNT,ubiquiti networks ,ubiquiti networks
UDR ,UDR,udr ,udr
UFP Technologies ,UFPT,ufp technologies ,ufp technologies
Ulta Beauty,ULTA,ulta beauty,ulta beauty
Ultra Clean Holdings ,UCTT,ultra clean holdings ,ultra clean holdings
Ultra Petroleum ,UPL,ultra petroleum ,ultra petroleum
Ultragenyx Pharmaceutical ,RARE,ultragenyx pharmaceutical ,ultragenyx pharmaceutical
Ultralife ,ULBI,ultralife ,ultralife
Ultratech ,UTEK,ultratech ,ultratech
UMB Financial ,UMBF,umb financial ,umb financial
Umpqua Holdings ,UMPQ,umpqua holdings ,umpqua holdings
Unico American oration,UNAM,unico american oration,unico american oration
Unicom Government  (Inactive),GTSI,unicom government  (inactive),unicom government
Union Drilling ,UDRL,union drilling ,union drilling
Union Pacific ,UNP,union pacific ,union pacific
UniPixel ,UNXL,unipixel ,unipixel
Uniqure NV,QURE,uniqure nv,uniqure nv
United Airlines Holdings,UAL,united airlines holdings,united airlines holdings
United Ban ,UBCP,united ban ,united ban
United Bancshares  OH,UBOH,united bancshares  oh,united bancshares
United Bankshares ,UBSI,united bankshares ,united bankshares
United Community Ban ,UCBA,united community ban ,united community ban
United Community Banks ,UCBI,united community banks ,united community banks
United Community Financial ,UCFC,united community financial ,united community financial
United Financial Ban ,UBNK,united financial ban ,united financial ban
United Fire Group ,UFCS,united fire group ,united fire group
United Health Group ,UNH,united health group ,united health group
United Insurance Holdings ,UIHC,united insurance holdings ,united insurance holdings
United Natural Foods ,UNFI,united natural foods ,united natural foods
United Online ,UNTD,united online ,united online
United Parcel Service,UPS,united parcel service,united parcel service
United Rentals ,URI,united rentals ,united rentals
United Security Bancshares,UBFO,united security bancshares,united security bancshares
United States Lime & Minerals ,USLM,united states lime & minerals ,united states lime
United Therapeutics oration,UTHR,united therapeutics oration,united therapeutics oration
UnitedGuardian ,UG,unitedguardian ,unitedguardian
Uniti Group ,UNIT,uniti group ,uniti group
Unity Ban ,UNTY,unity ban ,unity ban
Universal Business Payment Solutions Acquisition ,JTPY,universal business payment solutions acquisition ,universal business payment
Universal Display oration,OLED,universal display oration,universal display oration
Universal Electronics ,UEIC,universal electronics ,universal electronics
Universal Forest Products ,UFPI,universal forest products ,universal forest products
Universal Health Services ,UHS,universal health services ,universal health services
Universal Logistics Holdings ,ULH,universal logistics holdings ,universal logistics holdings
Universal Stainless & Alloy Products,USAP,universal stainless & alloy products,universal stainless &
Univest oration of Pennsylvania,UVSP,univest oration of pennsylvania,univest oration of
Unum Group,UNM,unum group,unum group
Upland Software ,UPLD,upland software ,upland software
Uranium Resources ,URRE,uranium resources ,uranium resources
Urban Outfitters ,URBN,urban outfitters ,urban outfitters
Urogen Pharma ,URGN,urogen pharma ,urogen pharma
Uroplasty ,UPI,uroplasty ,uroplasty
US Concrete ,USCR,us concrete ,us concrete
US Ecology ,ECOL,us ecology ,us ecology
US Home Systems  (Inactive),USHS,us home systems  (inactive),us home systems
USA Truck ,USAK,usa truck ,usa truck
USMD Holdings ,USMD,usmd holdings ,usmd holdings
Utah Medical Products ,UTMD,utah medical products ,utah medical products
UTi Worldwide ,UTIW,uti worldwide ,uti worldwide
UTStarcom Holdings ,UTSI,utstarcom holdings ,utstarcom holdings
VF ,VFC,vf ,vf
Valeritas Holdings ,VLRX,valeritas holdings ,valeritas holdings
Valero Energy,VLO,valero energy,valero energy
Valley Financial  Virginia,VYFC,valley financial  virginia,valley financial
Value Line ,VALU,value line ,value line
Vanda Pharmaceuticals ,VNDA,vanda pharmaceuticals ,vanda pharmaceuticals
VanEck Vectors Biotech ETF,BBH,vaneck vectors biotech etf,vaneck vectors biotech
VanEck Vectors Generic Drugs ETF,GNRX,vaneck vectors generic drugs etf,vaneck vectors generic
VanEck Vectors Pharmaceutical ETF,PPH,vaneck vectors pharmaceutical etf,vaneck vectors pharmaceutical
Vanguard Asset Allocation Fund,VTIP,vanguard asset allocation fund,vanguard asset allocation
Vanguard Charlotte Funds,BNDX,vanguard charlotte funds,vanguard charlotte funds
Vanguard Intermediate Tm Cpte Bd ETF,VCIT,vanguard intermediate tm cpte bd etf,vanguard intermediate tm
Vanguard International Dividend Appreciation ETF,VIGI,vanguard international dividend appreciation etf,vanguard international dividend
Vanguard International Equity Index Funds,VNQI,vanguard international equity index funds,vanguard international equity
Vanguard International High Dividend Yield ETF,VYMI,vanguard international high dividend yield etf,vanguard international high
Vanguard Intmdte Tm Govt Bd ETF,VGIT,vanguard intmdte tm govt bd etf,vanguard intmdte tm
Vanguard Lg Term Govt Bd ETF,VGLT,vanguard lg term govt bd etf,vanguard lg term
Vanguard Long Term orate Bond ETF,VCLT,vanguard long term orate bond etf,vanguard long term
Vanguard Mortgage Bkd Sects ETF,VMBS,vanguard mortgage bkd sects etf,vanguard mortgage bkd
Vanguard ShortTerm Crprte Bnd Idx Fd,VCSH,vanguard shortterm crprte bnd idx fd,vanguard shortterm crprte
Vanguard Sht Term Govt Bond ETF,VGSH,vanguard sht term govt bond etf,vanguard sht term
Vanguard Total International Stock ETF,VXUS,vanguard total international stock etf,vanguard total international
Vanguard Whitehall Funds,VWOB,vanguard whitehall funds,vanguard whitehall funds
Vapor  Unit,VPCOU,vapor  unit,vapor unit
Varex Imaging ,VREX,varex imaging ,varex imaging
Varian Medical Systems,VAR,varian medical systems,varian medical systems
Varonis Systems ,VRNS,varonis systems ,varonis systems
VASCO Data Security International ,VDSI,vasco data security international ,vasco data security
Vascular Biogenics ,VBLT,vascular biogenics ,vascular biogenics
Vascular Solutions ,VASC,vascular solutions ,vascular solutions
VBI Vaccines   Ordinary Shares,VBIV,vbi vaccines   ordinary shares,vbi vaccines
VCA ,WOOF,vca ,vca
Veeco Instruments ,VECO,veeco instruments ,veeco instruments
Ventas ,VTR,ventas ,ventas
VEON  (ADR),VEON,veon  (adr),veon (adr)
Vera Bradley ,VRA,vera bradley ,vera bradley
Veracyte ,VCYT,veracyte ,veracyte
Verastem ,VSTM,verastem ,verastem
Verenium ,VRNM,verenium ,verenium
Vericel ,VCEL,vericel ,vericel
Verint Systems ,VRNT,verint systems ,verint systems
Verisign ,VRSN,verisign ,verisign
Verisk Analytics,VRSK,verisk analytics,verisk analytics
Veritex Holdings ,VBTX,veritex holdings ,veritex holdings
Veritone ,VERI,veritone ,veritone
Verizon Communications,VZ,verizon communications,verizon communications
Vermillion ,VRML,vermillion ,vermillion
Verona Pharma   American Depositary Share,VRNA,verona pharma   american depositary share,verona pharma
Versant  (Inactive),VSNT,versant  (inactive),versant (inactive)
Versartis ,VSAR,versartis ,versartis
Vertex Energy ,VTNR,vertex energy ,vertex energy
Vertex Pharmaceuticals ,VRTX,vertex pharmaceuticals ,vertex pharmaceuticals
Vertro  (Inactive),VTRO,vertro  (inactive),vertro (inactive)
ViacomCBS,VIAC,viacomcbs,viacomcbs
Viamet Pharmaceuticals Holdings LLC,VMET,viamet pharmaceuticals holdings llc,viamet pharmaceuticals holdings
ViaSat ,VSAT,viasat ,viasat
Viasystems Group ,VIAS,viasystems group ,viasystems group
Viasystems North America  (Inactive),DDIC,viasystems north america  (inactive),viasystems north america
Viavi Solutions ,VIAV,viavi solutions ,viavi solutions
Vical orporated,VICL,vical orporated,vical orporated
Vicor ,VICR,vicor ,vicor
VictoryShares Dividend Accelerator ETF,VSDA,victoryshares dividend accelerator etf,victoryshares dividend accelerator
VictoryShares Emerging Market Volatility Wtd ETF,CEZ,victoryshares emerging market volatility wtd etf,victoryshares emerging market
VictoryShares International High Div Volatility Wtd ETF,CID,victoryshares international high div volatility wtd etf,victoryshares international high
VictoryShares International Volatility Wtd ETF,CIL,victoryshares international volatility wtd etf,victoryshares international volatility
VictoryShares US EQ ome Enhanced Volatility Wtd ETF,CDC,victoryshares us eq ome enhanced volatility wtd etf,victoryshares us eq
VictoryShares US Large Cap High Div Volatility Wtd ETF,CDL,victoryshares us large cap high div volatility wtd etf,victoryshares us large
Vident Core US Equity ETF,VUSE,vident core us equity etf,vident core us
Vident International Equity Fund,VIDI,vident international equity fund,vident international equity
Videocon d2h   ADR,VDTH,videocon d2h   adr,videocon d2h
Viewray ,VRAY,viewray ,viewray
Viking Therapeutics ,VKTX,viking therapeutics ,viking therapeutics
Village Bank and Trust Financial ,VBFC,village bank and trust financial ,village bank and
Village Super Market ,VLGEA,village super market ,village super market
Vimicro International oration (ADR),VIMC,vimicro international oration (adr),vimicro international oration
Viper Energy Partners ,VNOM,viper energy partners ,viper energy partners
Virco Mfg oration,VIRC,virco mfg oration,virco mfg oration
Virgin America ,VA,virgin america ,virgin america
Virgin Media ,VMED,virgin media ,virgin media
